,MW,type
PGPP181_num1,29.0213,proteozyme
PGPP181_num2,19.4181,proteozyme
CDAPPA180,28.4508,proteozyme
NTP12,36.4253,proteozyme
PE141abcpp,128.9214,proteozyme
PE160abcpp,128.9214,proteozyme
PE161abcpp,128.9214,proteozyme
PSD141,35.9344,proteozyme
PG140abcpp,128.9214,proteozyme
PG141abcpp,128.9214,proteozyme
PG180abcpp,128.9214,proteozyme
PG181abcpp,128.9214,proteozyme
PGP141abcpp,128.9214,proteozyme
PGP160abcpp,128.9214,proteozyme
PGP180abcpp,128.9214,proteozyme
PAPA181pp,29.0213,proteozyme
PA140abcpp,128.9214,proteozyme
MDDCP4pp_num1,47.7524,proteozyme
MDDCP4pp_num2,87.2178,proteozyme
MDDCP4pp_num3,88.8879,proteozyme
MDDCP4pp_num4,51.7983,proteozyme
MDDCP4pp_num5,43.3461,proteozyme
MDDCP4pp_num6,41.849,proteozyme
CLPNS140pp_num1,54.8223,proteozyme
CLPNS140pp_num2,47.6335,proteozyme
CLPNS141pp_num1,54.8223,proteozyme
CLPNS141pp_num2,47.6335,proteozyme
PG120abcpp,128.9214,proteozyme
PE140abcpp,128.9214,proteozyme
CFAS160E,87.818,proteozyme
CFAS180E,87.818,proteozyme
CFAS180G,87.818,proteozyme
PAPA160,29.0213,proteozyme
PAPA180,29.0213,proteozyme
PAPA181,29.0213,proteozyme
PETNT161pp,63.8044,proteozyme
PSSA160,52.8018,proteozyme
PSSA181,52.8018,proteozyme
DAGK140,39.734,proteozyme
DAGK160,39.734,proteozyme
DAGK141,39.734,proteozyme
DAGK161,39.734,proteozyme
AGPAT181,27.4532,proteozyme
MDDEP3pp_num1,29.9166,proteozyme
MDDEP3pp_num2,21.0399,proteozyme
MDDEP3pp_num3,60.2733,proteozyme
MDDEP3pp_num4,51.7983,proteozyme
MDDEP3pp_num5,33.8874,proteozyme
MDDEP3pp_num6,41.849,proteozyme
MDDEP3pp_num7,49.0578,proteozyme
MDDEP4pp_num1,29.9166,proteozyme
MDDEP4pp_num2,41.849,proteozyme
MDDEP4pp_num3,60.2733,proteozyme
MDDEP4pp_num4,51.7983,proteozyme
MDDEP4pp_num5,33.8874,proteozyme
MDDEP4pp_num6,21.0399,proteozyme
MDDEP4pp_num7,49.0578,proteozyme
MLTGY1pp_num1,49.4175,proteozyme
MLTGY1pp_num2,22.2266,proteozyme
MLTGY1pp_num3,40.4106,proteozyme
MLTGY1pp_num4,40.1125,proteozyme
MLTGY1pp_num5,73.3532,proteozyme
MLTGY1pp_num6,40.2558,proteozyme
MLTGY1pp_num7,58.3022,proteozyme
MLTGY1pp_num8,38.2474,proteozyme
CGLYtex_num1,41.2198,proteozyme
CGLYtex_num2,116.766,proteozyme
CGLYtex_num3,117.9999,proteozyme
CGLYtex_num4,121.1044,proteozyme
3HAD40_num1,37.9381,proteozyme
3HAD40_num2,102.1977,proteozyme
PLIPA1E141pp,66.3263,proteozyme
3OAS60_num1,86.0915,proteozyme
3OAS60_num2,85.2266,proteozyme
3OAS160_num1,85.2266,proteozyme
3OAS160_num2,86.0915,proteozyme
3OAR60,102.2412,proteozyme
3OAR80,102.2412,proteozyme
MLDCP3App_num1,36.0824,proteozyme
MLDCP3App_num2,34.4111,proteozyme
MLDCP3App_num3,67.8125,proteozyme
MLDCP3App_num4,34.6359,proteozyme
MLDCP3App_num5,33.3253,proteozyme
MLDCP1Bpp_num1,36.0824,proteozyme
MLDCP1Bpp_num2,34.4111,proteozyme
MLDCP1Bpp_num3,67.8125,proteozyme
MLDCP1Bpp_num4,34.6359,proteozyme
MLDCP1Bpp_num5,33.3253,proteozyme
2AGPE181tipp,41.6556,proteozyme
2AGPA140tipp,41.6556,proteozyme
2AGPA160tipp,41.6556,proteozyme
2AGPA180tipp,41.6556,proteozyme
2AGPA141tipp,41.6556,proteozyme
PLIPA1G160pp,66.3263,proteozyme
PLIPA1G141pp,66.3263,proteozyme
LPLIPAL2E160,38.9783,proteozyme
LPLIPAL2G140,38.9783,proteozyme
LPLIPAL2G160,38.9783,proteozyme
2AGPE140tipp,41.6556,proteozyme
2AGPE160tipp,41.6556,proteozyme
2AGPE180tipp,41.6556,proteozyme
2AGPE141tipp,41.6556,proteozyme
2AGPE161tipp,41.6556,proteozyme
2AGPA161tipp,41.6556,proteozyme
2AGPA181tipp,41.6556,proteozyme
2AGPG120tipp,41.6556,proteozyme
LPLIPAL2G120,38.9783,proteozyme
PA141abcpp,128.9214,proteozyme
PA161abcpp,128.9214,proteozyme
PA180abcpp,128.9214,proteozyme
PGPP161pp_num1,19.4181,proteozyme
PGPP161pp_num2,29.0213,proteozyme
PE120abcpp,128.9214,proteozyme
PE180abcpp,128.9214,proteozyme
PAPA140,29.0213,proteozyme
PAPA141,29.0213,proteozyme
PAPA161,29.0213,proteozyme
GTHOXtex_num1,41.2198,proteozyme
GTHOXtex_num2,116.766,proteozyme
GTHOXtex_num3,117.9999,proteozyme
GTHOXtex_num4,121.1044,proteozyme
DSBAO1,43.2467,proteozyme
DSBAO2,43.2467,proteozyme
DSBDR_num1,77.3499,proteozyme
DSBDR_num2,73.6017,proteozyme
TDSR1,113.0384,proteozyme
CGLYabcpp,203.5039,proteozyme
PLIPA2A120pp,66.3263,proteozyme
PLIPA2A160pp,66.3263,proteozyme
LPLIPAL2E120,38.9783,proteozyme
EAR100x,111.4558,proteozyme
EAR120x,111.4558,proteozyme
EAR160x,111.4558,proteozyme
EAR140y,111.4558,proteozyme
3OAS121,85.2266,proteozyme
3OAS80_num1,85.2266,proteozyme
3OAS80_num2,86.0915,proteozyme
3OAS100_num1,85.2266,proteozyme
3OAS100_num2,86.0915,proteozyme
3OAS120_num1,86.0915,proteozyme
3OAS120_num2,85.2266,proteozyme
3OAR40,102.2412,proteozyme
3OAR100,102.2412,proteozyme
3HAD60_num1,37.9381,proteozyme
3HAD60_num2,102.1977,proteozyme
3HAD100_num1,37.9381,proteozyme
3HAD100_num2,102.1977,proteozyme
3HAD140_num1,37.9381,proteozyme
3HAD140_num2,102.1977,proteozyme
3HAD160_num1,37.9381,proteozyme
3HAD160_num2,102.1977,proteozyme
AGPAT180,27.4532,proteozyme
AGPAT141,27.4532,proteozyme
AGPAT161,27.4532,proteozyme
DASYN120,31.4538,proteozyme
EAR40x,111.4558,proteozyme
EAR60y,111.4558,proteozyme
MLDEP1pp,60.2733,proteozyme
MLDEP2pp,60.2733,proteozyme
MLTGY2pp_num1,49.4175,proteozyme
MLTGY2pp_num2,22.2266,proteozyme
MLTGY2pp_num3,40.4106,proteozyme
MLTGY2pp_num4,40.1125,proteozyme
MLTGY2pp_num5,73.3532,proteozyme
MLTGY2pp_num6,40.2558,proteozyme
MLTGY2pp_num7,58.3022,proteozyme
MLTGY2pp_num8,38.2474,proteozyme
MLTGY4pp_num1,49.4175,proteozyme
MLTGY4pp_num2,40.1125,proteozyme
MLTGY4pp_num3,40.2558,proteozyme
MLTGY4pp_num4,73.3532,proteozyme
MLTGY4pp_num5,40.4106,proteozyme
MLTGY4pp_num6,22.2266,proteozyme
MLTGY4pp_num7,58.3022,proteozyme
MLTGY4pp_num8,38.2474,proteozyme
EAR60x,111.4558,proteozyme
EAR80x,111.4558,proteozyme
PE181abcpp,128.9214,proteozyme
NTP11,36.4253,proteozyme
3OAS180_num1,86.0915,proteozyme
3OAS180_num2,85.2266,proteozyme
3HAD180_num1,37.9381,proteozyme
3HAD180_num2,102.1977,proteozyme
CDAPPA120,28.4508,proteozyme
PSSA120,52.8018,proteozyme
PSD120,35.9344,proteozyme
PAPA120,29.0213,proteozyme
MDDEP1pp_num1,21.0399,proteozyme
MDDEP1pp_num2,29.9166,proteozyme
MDDEP1pp_num3,60.2733,proteozyme
MDDEP1pp_num4,51.7983,proteozyme
MDDEP1pp_num5,33.8874,proteozyme
MDDEP1pp_num6,49.0578,proteozyme
MDDEP1pp_num7,41.849,proteozyme
MDDEP2pp_num1,21.0399,proteozyme
MDDEP2pp_num2,29.9166,proteozyme
MDDEP2pp_num3,60.2733,proteozyme
MDDEP2pp_num4,51.7983,proteozyme
MDDEP2pp_num5,33.8874,proteozyme
MDDEP2pp_num6,49.0578,proteozyme
MDDEP2pp_num7,41.849,proteozyme
PSD181,35.9344,proteozyme
DAGK180,39.734,proteozyme
DAGK181,39.734,proteozyme
PLIPA2E120pp,66.3263,proteozyme
PLIPA2G141pp,66.3263,proteozyme
PLIPA2G161pp,66.3263,proteozyme
LPLIPAL1A120pp,94.4886,proteozyme
LPLIPAL1A140pp,94.4886,proteozyme
LPLIPAL1A181pp,94.4886,proteozyme
LPLIPAL1E120pp,94.4886,proteozyme
3OAR180,102.2412,proteozyme
G3PAT120,100.021,proteozyme
PGSA120,20.7006,proteozyme
TDSR2,116.7851,proteozyme
GTHRDtex_num1,41.2198,proteozyme
GTHRDtex_num2,116.766,proteozyme
GTHRDtex_num3,117.9999,proteozyme
GTHRDtex_num4,121.1044,proteozyme
GTHRDabc2pp,127.9764,proteozyme
NADHPO,319.9686,proteozyme
ACOAD7f,89.2244,proteozyme
ACOAD8f,89.2244,proteozyme
ACOAD5f,89.2244,proteozyme
ACOAD3f,89.2244,proteozyme
ACOAD2f,89.2244,proteozyme
ACOAD4f,89.2244,proteozyme
ACOAD6f,89.2244,proteozyme
NADH16pp,540.4142,proteozyme
NADH18pp,540.4142,proteozyme
GLYBt2pp_num1,52.8812,proteozyme
GLYBt2pp_num2,109.6916,proteozyme
DSERt2pp,51.6597,proteozyme
ALAt4pp,51.6629,proteozyme
LYSt3pp_num1,23.1757,proteozyme
LYSt3pp_num2,32.3401,proteozyme
CTBTCAL2,58.5591,proteozyme
BGLA1_num1,53.9349,proteozyme
BGLA1_num2,202.05,proteozyme
BGLA1_num3,53.1613,proteozyme
GDPMNP,43.4973,proteozyme
AMMQLT8,28.0732,proteozyme
FA120ACPHi,22.9611,proteozyme
FA80ACPHi,22.9611,proteozyme
FA140ACPHi,22.9611,proteozyme
FA100ACPHi,22.9611,proteozyme
CRNDCAL2,58.5591,proteozyme
CRNCAL2,58.5591,proteozyme
CHLt2pp_num1,75.8422,proteozyme
CHLt2pp_num2,52.8812,proteozyme
GLYt4pp,51.6629,proteozyme
FRULYSE,249.3506,proteozyme
FRULYSt2pp,47.5765,proteozyme
TUNGStex_num1,41.2198,proteozyme
TUNGStex_num2,117.9999,proteozyme
TUNGStex_num3,121.1044,proteozyme
TUNGStex_num4,116.766,proteozyme
COBALT2tpp_num1,26.4848,proteozyme
COBALT2tpp_num2,36.5897,proteozyme
OXCDC,242.3249,proteozyme
LPLIPAL2A140,38.9783,proteozyme
LPLIPAL2A160,38.9783,proteozyme
LPLIPAL2A161,38.9783,proteozyme
LPLIPAL2A180,38.9783,proteozyme
LPLIPAL2A181,38.9783,proteozyme
UM3PL,49.8741,proteozyme
UM4PL,49.8741,proteozyme
2MAHMP_num1,30.3709,proteozyme
2MAHMP_num2,17.4329,proteozyme
ZN2tpp,26.4848,proteozyme
NI2tpp,36.5897,proteozyme
COBALT2t3pp_num1,34.6784,proteozyme
COBALT2t3pp_num2,65.8545,proteozyme
PLIPA1A120pp,66.3263,proteozyme
PLIPA1A140pp,66.3263,proteozyme
PLIPA1A141pp,66.3263,proteozyme
PLIPA1A160pp,66.3263,proteozyme
PLIPA1A161pp,66.3263,proteozyme
PLIPA1A180pp,66.3263,proteozyme
LPLIPAL2A120,38.9783,proteozyme
CAt6pp,34.7406,proteozyme
5DGLCNt2rpp,46.0413,proteozyme
GALCTNt2pp,47.0767,proteozyme
GALCTNLtex_num1,117.9999,proteozyme
GALCTNLtex_num2,121.1044,proteozyme
GALCTNLtex_num3,41.2198,proteozyme
GALCTNLtex_num4,116.766,proteozyme
KDUI,186.4581,proteozyme
CA2t3pp,39.1685,proteozyme
NADH17pp,540.4142,proteozyme
FA161ACPHi,22.9611,proteozyme
FA141ACPHi,22.9611,proteozyme
ARGt3pp,23.1757,proteozyme
FA160ACPHi,22.9611,proteozyme
MALDtex_num1,116.766,proteozyme
MALDtex_num2,41.2198,proteozyme
MALDtex_num3,121.1044,proteozyme
MALDtex_num4,117.9999,proteozyme
OROTtex_num1,121.1044,proteozyme
OROTtex_num2,41.2198,proteozyme
OROTtex_num3,117.9999,proteozyme
OROTtex_num4,116.766,proteozyme
PPAt4pp,54.3442,proteozyme
OROTt2_2pp,45.4363,proteozyme
MALDt2_2pp,45.4363,proteozyme
5DGLCNtex_num1,117.9999,proteozyme
5DGLCNtex_num2,41.2198,proteozyme
5DGLCNtex_num3,116.766,proteozyme
5DGLCNtex_num4,121.1044,proteozyme
DTARTD,120.2106,proteozyme
PLIPA2E161pp,66.3263,proteozyme
PLIPA2E180pp,66.3263,proteozyme
PLIPA2G120pp,66.3263,proteozyme
PLIPA2G180pp,66.3263,proteozyme
LPLIPAL1A161pp,94.4886,proteozyme
LPLIPAL1A160pp,94.4886,proteozyme
PSCLYSt2pp,47.5765,proteozyme
LYSt2pp,53.5759,proteozyme
GLYt2pp_num1,52.8812,proteozyme
GLYt2pp_num2,51.6597,proteozyme
ALAt2pp_num1,51.6597,proteozyme
ALAt2pp_num2,53.0546,proteozyme
BALAt2pp,51.6597,proteozyme
DALAt2pp,51.6597,proteozyme
FE2tpp,26.4848,proteozyme
MN2tpp,26.4848,proteozyme
MG2tpp,36.5897,proteozyme
NI2t3pp_num1,65.8545,proteozyme
NI2t3pp_num2,34.6784,proteozyme
PPAtex_num1,117.9999,proteozyme
PPAtex_num2,116.766,proteozyme
PPAtex_num3,41.2198,proteozyme
PPAtex_num4,121.1044,proteozyme
GALCTNLt2pp,49.4405,proteozyme
GALCTLO,36.4479,proteozyme
PSCLYStex_num1,41.2198,proteozyme
PSCLYStex_num2,117.9999,proteozyme
PSCLYStex_num3,121.1044,proteozyme
PSCLYStex_num4,116.766,proteozyme
THYMtex_num1,121.1044,proteozyme
THYMtex_num2,116.766,proteozyme
THYMtex_num3,41.2198,proteozyme
THYMtex_num4,117.9999,proteozyme
CU2tpp,26.4848,proteozyme
FE2t3pp,65.8545,proteozyme
MN2t3pp_num1,65.8545,proteozyme
MN2t3pp_num2,34.6784,proteozyme
CD2tpp,26.4848,proteozyme
THRA_num1,90.6332,proteozyme
THRA_num2,145.9788,proteozyme
XYLK2_num1,122.1788,proteozyme
XYLK2_num2,110.3097,proteozyme
GLDBRAN2,73.5767,proteozyme
CLt3_2pp,100.6974,proteozyme
POR5_num1,148.5614,proteozyme
POR5_num2,148.5246,proteozyme
HACD8_num1,159.1878,proteozyme
HACD8_num2,77.0722,proteozyme
CTECOAI8,159.1878,proteozyme
CTECOAI6,159.1878,proteozyme
MALCOAMT,28.2762,proteozyme
OGMEACPS,67.0302,proteozyme
OGMEACPR,102.2412,proteozyme
OPMEACPS,85.2266,proteozyme
LIPAabctex,286.4347,proteozyme
DGUNC_num1,51.7825,proteozyme
DGUNC_num2,38.5456,proteozyme
DGUNC_num3,185.8088,proteozyme
DGUNC_num4,67.727,proteozyme
DGUNC_num5,106.3554,proteozyme
CDGUNPD_num1,74.665,proteozyme
CDGUNPD_num2,180.5208,proteozyme
CDGUNPD_num3,171.2153,proteozyme
CDGUNPD_num4,29.6012,proteozyme
CDGUNPD_num5,81.4498,proteozyme
LDGUNPD,74.665,proteozyme
MPTAT,63.667,proteozyme
MOADSUx,107.6949,proteozyme
CMtpp_num1,753.5444,proteozyme
CMtpp_num2,755.1234,proteozyme
FUSAtpp_num1,755.1234,proteozyme
FUSAtpp_num2,753.5444,proteozyme
MINCYCtex_num1,117.9999,proteozyme
MINCYCtex_num2,41.2198,proteozyme
MINCYCtex_num3,116.766,proteozyme
MINCYCtex_num4,121.1044,proteozyme
MINCYCtpp_num1,753.5444,proteozyme
MINCYCtpp_num2,755.1234,proteozyme
DOXRBCNtex_num1,41.2198,proteozyme
DOXRBCNtex_num2,117.9999,proteozyme
DOXRBCNtex_num3,121.1044,proteozyme
DOXRBCNtex_num4,116.766,proteozyme
DOXRBCNtpp_num1,755.1234,proteozyme
DOXRBCNtpp_num2,753.5444,proteozyme
REPHACCOAI,28.4046,proteozyme
ACPPAT141,46.854,proteozyme
ACPPAT161,46.854,proteozyme
ACPPAT180,46.854,proteozyme
APG3PAT160,22.1934,proteozyme
APG3PAT161,22.1934,proteozyme
APG3PAT180,22.1934,proteozyme
ICYSDS,90.179,proteozyme
I4FE4SR,13.8486,proteozyme
S2FE2ST,183.333,proteozyme
BMOCOS,88.1345,proteozyme
BWCOS,88.1345,proteozyme
BWCOGDS1,21.6429,proteozyme
BWCOGDS2,21.6429,proteozyme
DHNPTE,108.9562,proteozyme
DHMPTR,26.3483,proteozyme
NOVBCNtpp_num1,753.5444,proteozyme
NOVBCNtpp_num2,755.1234,proteozyme
CMtex_num1,41.2198,proteozyme
CMtex_num2,121.1044,proteozyme
CMtex_num3,117.9999,proteozyme
CMtex_num4,116.766,proteozyme
LALALGLUtex_num1,117.9999,proteozyme
LALALGLUtex_num2,41.2198,proteozyme
LALALGLUtex_num3,116.766,proteozyme
LALALGLUtex_num4,121.1044,proteozyme
LALADGLUtpp_num1,53.5752,proteozyme
LALADGLUtpp_num2,54.159,proteozyme
LALADGLUtpp_num3,53.9911,proteozyme
LALADGLUtpp_num4,53.0546,proteozyme
I2FE2SS,104.0276,proteozyme
I2FE2ST,60.0728,proteozyme
I2FE2SS2,104.0276,proteozyme
I4FE4ST,60.0728,proteozyme
S4FE4ST,183.333,proteozyme
S2FE2SS2,277.201,proteozyme
BTS5,77.2962,proteozyme
5MTRtex_num1,121.1044,proteozyme
5MTRtex_num2,41.2198,proteozyme
5MTRtex_num3,117.9999,proteozyme
5MTRtex_num4,116.766,proteozyme
LALADGLUtex_num1,116.766,proteozyme
LALADGLUtex_num2,121.1044,proteozyme
LALADGLUtex_num3,41.2198,proteozyme
LALADGLUtex_num4,117.9999,proteozyme
LALALGLUtpp_num1,53.0546,proteozyme
LALALGLUtpp_num2,53.9911,proteozyme
LALALGLUtpp_num3,53.5752,proteozyme
LALALGLUtpp_num4,54.159,proteozyme
3AMACHYD,28.8981,proteozyme
3HPPtex_num1,121.1044,proteozyme
3HPPtex_num2,41.2198,proteozyme
3HPPtex_num3,117.9999,proteozyme
3HPPtex_num4,116.766,proteozyme
CCGS,25.5142,proteozyme
CDGR,65.175,proteozyme
MSAR_num1,21.5704,proteozyme
MSAR_num2,108.9957,proteozyme
ACPPAT120,46.854,proteozyme
CPH4S,82.6373,proteozyme
SHCHCS3,27.6824,proteozyme
URACPAH,25.2087,proteozyme
POAACR,13.7629,proteozyme
ACPPAT160,46.854,proteozyme
ACPPAT181,46.854,proteozyme
APH141,10.2998,proteozyme
APH161,10.2998,proteozyme
APH180,10.2998,proteozyme
APH181,10.2998,proteozyme
GTHPi,20.4696,proteozyme
SEPHCHCS,122.7341,proteozyme
DHNCOAS,189.7985,proteozyme
DHNCOAT,59.781,proteozyme
I2FE2SR,104.0276,proteozyme
TYRL,26.8961,proteozyme
THZPSN3,600.7306,proteozyme
APG3PAT120,22.1934,proteozyme
APH120,10.2998,proteozyme
MOCDS,21.5138,proteozyme
FUSAtex_num1,41.2198,proteozyme
FUSAtex_num2,121.1044,proteozyme
FUSAtex_num3,117.9999,proteozyme
FUSAtex_num4,116.766,proteozyme
QUIN2tex_num1,116.766,proteozyme
QUIN2tex_num2,121.1044,proteozyme
QUIN2tex_num3,41.2198,proteozyme
QUIN2tex_num4,117.9999,proteozyme
FORCT,91.6564,proteozyme
PACCOAE,131.963,proteozyme
OXDHCOAT,70.6812,proteozyme
HADPCOADH3,51.7326,proteozyme
O16A4COLIPAabctex,286.4347,proteozyme
COLIPAabctex,286.4347,proteozyme
ENLIPAabctex,286.4347,proteozyme
PYROX,59.9682,proteozyme
BMOGDS1,21.6429,proteozyme
MPTS,51.478,proteozyme
MOCOS,88.1345,proteozyme
BMOGDS2,21.6429,proteozyme
S2FE2SR,277.201,proteozyme
ACACT8r_num1,46.5305,proteozyme
ACACT8r_num2,81.7524,proteozyme
CTECOAI7,159.1878,proteozyme
CLIPAabctex,286.4347,proteozyme
K2L4Aabctex,286.4347,proteozyme
FDH4pp_num1,170.1061,proteozyme
FDH4pp_num2,511.2616,proteozyme
FDH5pp_num1,511.2616,proteozyme
FDH5pp_num2,170.1061,proteozyme
ACPPAT140,46.854,proteozyme
APG3PAT140,22.1934,proteozyme
APG3PAT141,22.1934,proteozyme
APG3PAT181,22.1934,proteozyme
APH140,10.2998,proteozyme
APH160,10.2998,proteozyme
OPMEACPD,102.1977,proteozyme
EPMEACPR,111.4558,proteozyme
AOXSr2,83.1885,proteozyme
SCYSDS,120.4682,proteozyme
S2FE2SS,277.201,proteozyme
S4FE4SR,156.7328,proteozyme
SELtex_num1,121.1044,proteozyme
SELtex_num2,41.2198,proteozyme
SELtex_num3,117.9999,proteozyme
SELtex_num4,116.766,proteozyme
SELR,233.0425,proteozyme
OGMEACPD,102.1977,proteozyme
EGMEACPR,111.4558,proteozyme
OPMEACPR,102.2412,proteozyme
PMEACPE,28.505,proteozyme
MEOHtex_num1,121.1044,proteozyme
MEOHtex_num2,117.9999,proteozyme
MEOHtex_num3,41.2198,proteozyme
MEOHtex_num4,116.766,proteozyme
MECDPDH5_num1,60.3838,proteozyme
MECDPDH5_num2,60.4206,proteozyme
RNTR1c2_num1,179.7821,proteozyme
RNTR1c2_num2,242.4248,proteozyme
RNTR1c2_num3,242.3881,proteozyme
RNTR1c2_num4,179.7453,proteozyme
RNTR2c2_num1,242.4248,proteozyme
RNTR2c2_num2,242.3881,proteozyme
RNTR2c2_num3,179.7453,proteozyme
RNTR2c2_num4,179.7821,proteozyme
RNTR3c2_num1,179.7453,proteozyme
RNTR3c2_num2,242.4248,proteozyme
RNTR3c2_num3,242.3881,proteozyme
RNTR3c2_num4,179.7821,proteozyme
RNTR4c2_num1,179.7821,proteozyme
RNTR4c2_num2,242.4248,proteozyme
RNTR4c2_num3,242.3881,proteozyme
RNTR4c2_num4,179.7453,proteozyme
FLDR2_num1,47.4511,proteozyme
FLDR2_num2,47.4879,proteozyme
TTRCYCtex_num1,41.2198,proteozyme
TTRCYCtex_num2,117.9999,proteozyme
TTRCYCtex_num3,116.766,proteozyme
TTRCYCtex_num4,121.1044,proteozyme
TTRCYCtpp_num1,753.5444,proteozyme
TTRCYCtpp_num2,755.1234,proteozyme
FESR,24.8826,proteozyme
OXCOAHDH,73.0026,proteozyme
DHACOAH,27.2374,proteozyme
THFAT,90.6332,proteozyme
FOMETRi,21.1054,proteozyme
SLNTtex_num1,121.1044,proteozyme
SLNTtex_num2,41.2198,proteozyme
SLNTtex_num3,117.9999,proteozyme
SLNTtex_num4,116.766,proteozyme
GDPTPDP,79.3424,proteozyme
COLIPAKpp,26.7591,proteozyme
MPTSS,53.4377,proteozyme
CPMPS,142.1499,proteozyme
LIPOCT,23.8825,proteozyme
LIPOS,72.1434,proteozyme
OCTNLL,37.9259,proteozyme
LIPATPT,37.9259,proteozyme
LIPAMPL,37.9259,proteozyme
ALDD19xr,214.7965,proteozyme
MMM,155.7425,proteozyme
MOGDS,21.6429,proteozyme
WCOS,88.1345,proteozyme
RFAMPtpp_num1,755.1234,proteozyme
RFAMPtpp_num2,753.5444,proteozyme
VPAMTr,46.7112,proteozyme
ACOLIPAabctex,286.4347,proteozyme
ECA4COLIPAabctex,286.4347,proteozyme
COLIPAPabctex,286.4347,proteozyme
TARTRDtex_num1,116.766,proteozyme
TARTRDtex_num2,41.2198,proteozyme
TARTRDtex_num3,121.1044,proteozyme
TARTRDtex_num4,117.9999,proteozyme
3OXCOAT,42.2765,proteozyme
BTNtex_num1,116.766,proteozyme
BTNtex_num2,121.1044,proteozyme
BTNtex_num3,41.2198,proteozyme
BTNtex_num4,117.9999,proteozyme
2DGULRGx,70.791,proteozyme
2DGULRGy,70.791,proteozyme
AP4AS,115.6531,proteozyme
ARBTptspp_num1,269.209,proteozyme
ARBTptspp_num2,238.295,proteozyme
ARBTtex_num1,41.2198,proteozyme
ARBTtex_num2,121.1044,proteozyme
ARBTtex_num3,117.9999,proteozyme
ARBTtex_num4,116.766,proteozyme
PYDXtex_num1,41.2198,proteozyme
PYDXtex_num2,121.1044,proteozyme
PYDXtex_num3,117.9999,proteozyme
PYDXtex_num4,116.766,proteozyme
SUCASPtpp_num1,47.9353,proteozyme
SUCASPtpp_num2,45.7507,proteozyme
SUCASPtpp_num3,48.4122,proteozyme
SUCMALtpp_num1,47.9353,proteozyme
SUCMALtpp_num2,45.7507,proteozyme
SUCMALtpp_num3,48.4122,proteozyme
PYDXNtex_num1,41.2198,proteozyme
PYDXNtex_num2,121.1044,proteozyme
PYDXNtex_num3,117.9999,proteozyme
PYDXNtex_num4,116.766,proteozyme
PYDAMtex_num1,41.2198,proteozyme
PYDAMtex_num2,121.1044,proteozyme
PYDAMtex_num3,117.9999,proteozyme
PYDAMtex_num4,116.766,proteozyme
13PPDH2,84.194,proteozyme
TARTt2_3pp,47.9353,proteozyme
SUCTARTtpp,47.9353,proteozyme
APCS,64.6428,proteozyme
CHTBSptspp,208.7496,proteozyme
CHTBStex_num1,116.766,proteozyme
CHTBStex_num2,117.9999,proteozyme
CHTBStex_num3,121.1044,proteozyme
CHTBStex_num4,41.2198,proteozyme
CHTBStex_num5,52.7803,proteozyme
TRPtipp,31.5395,proteozyme
TYRtipp,31.5395,proteozyme
GHBDHx,124.6326,proteozyme
APPLDHr,309.6976,proteozyme
SPMDt3pp,24.835,proteozyme
PHEtipp,31.5395,proteozyme
G2PP,29.1721,proteozyme
DHNPA2r,108.9562,proteozyme
GLYC2Pabcpp,192.2597,proteozyme
CRNDtex_num1,116.766,proteozyme
CRNDtex_num2,41.2198,proteozyme
CRNDtex_num3,121.1044,proteozyme
CRNDtex_num4,117.9999,proteozyme
SHGO,46.0819,proteozyme
NADHXD,54.6503,proteozyme
NADPHHR,142.13,proteozyme
NADPHHS,142.13,proteozyme
NADHHS,142.13,proteozyme
NADHXE,54.6503,proteozyme
SELabcpp_num1,182.5619,proteozyme
SELabcpp_num2,181.6066,proteozyme
PYK2,205.4286,proteozyme
PYK3,205.4286,proteozyme
PYK4,205.4286,proteozyme
NADPHXD,54.6503,proteozyme
NADHHR,142.13,proteozyme
NADPHXE,54.6503,proteozyme
ALAtpp,16.9491,proteozyme
DHBSZ3FEabcpp,162.6328,proteozyme
FE3DHBZS3R,28.8716,proteozyme
DXYLTD_num1,69.3992,proteozyme
DXYLTD_num2,70.0168,proteozyme
2DDARAA_num1,32.7217,proteozyme
2DDARAA_num2,130.1216,proteozyme
2DGLCptspp,295.8849,proteozyme
GNP_num1,24.6643,proteozyme
GNP_num2,20.7798,proteozyme
ALLTAMH2,91.388,proteozyme
UGCIAMH,28.7304,proteozyme
METGLCUR,273.788,proteozyme
ACOAD1fr,43.0021,proteozyme
23DOGULNt4pp,98.8541,proteozyme
FEENTERES,45.6519,proteozyme
FEENTERR4,28.8716,proteozyme
DXYLONtex_num1,117.9999,proteozyme
DXYLONtex_num2,41.2198,proteozyme
DXYLONtex_num3,121.1044,proteozyme
PSURItex_num1,121.1044,proteozyme
PSURItex_num2,117.9999,proteozyme
PSURItex_num3,41.2198,proteozyme
PSURItex_num4,116.766,proteozyme
ALR2x,36.3288,proteozyme
OMPHHXy,42.2883,proteozyme
CHLt3pp,47.8335,proteozyme
GLYBt3pp,47.8335,proteozyme
AI2tpp,37.5428,proteozyme
Ftpp,27.5546,proteozyme
SQVOSI,284.5958,proteozyme
6D6SPA,31.983,proteozyme
DHPStr,50.9821,proteozyme
SQtr,51.5742,proteozyme
DHPStex,27.2003,proteozyme
FMNtex_num1,121.1044,proteozyme
FMNtex_num2,117.9999,proteozyme
FMNtex_num3,116.766,proteozyme
